400.42    	2.46461    	0.0    
438.62    	2.40328    	0.0    
488.14    	2.34508    	0.0    
559.72    	2.29729    	0.0    
658.55    	2.26591    	0.0    
815.02    	2.24169    	0.0    
1069.96    	2.21675    	0.0    
