       1018.0602        1.4741158
        1020.903        1.4740918
       1023.7458         1.474068
       1026.5886        1.4740445
       1029.4314        1.4740211
       1032.2742        1.4739979
       1035.1171        1.4739748
       1037.9599         1.473952
       1040.8027        1.4739294
       1043.6455        1.4739069
       1046.4883        1.4738847
       1049.3311        1.4738626
       1052.1739        1.4738407
       1055.0167        1.4738189
       1057.8595        1.4737974
       1060.7023         1.473776
       1063.5452        1.4737548
        1066.388        1.4737338
       1069.2308        1.4737129
       1072.0736        1.4736922
       1074.9164        1.4736716
       1077.7592        1.4736512
        1080.602         1.473631
       1083.4448         1.473611
       1086.2876         1.473591
       1089.1304        1.4735713
       1091.9732        1.4735517
       1094.8161        1.4735323
       1097.6589         1.473513
       1100.5017        1.4734938
       1103.3445        1.4734748
       1106.1873         1.473456
       1109.0301        1.4734373
       1111.8729        1.4734187
       1114.7157        1.4734003
       1117.5585         1.473382
       1120.4013        1.4733639
       1123.2441        1.4733459
        1126.087         1.473328
       1128.9298        1.4733103
       1131.7726        1.4732927
       1134.6154        1.4732752
       1137.4582        1.4732579
        1140.301        1.4732407
       1143.1438        1.4732236
       1145.9866        1.4732066
       1148.8294        1.4731898
       1151.6722        1.4731731
       1154.5151        1.4731565
       1157.3579        1.4731401
       1160.2007        1.4731237
       1163.0435        1.4731075
       1165.8863        1.4730914
       1168.7291        1.4730755
       1171.5719        1.4730596
       1174.4147        1.4730438
       1177.2575        1.4730282
       1180.1003        1.4730127
       1182.9431        1.4729973
        1185.786         1.472982
       1188.6288        1.4729668
       1191.4716        1.4729517
       1194.3144        1.4729367
       1197.1572        1.4729219
            1200        1.4729071
