450.0 0.87 2.2
500.0 0.88 2.42
550.0 0.76 2.46
600.0 0.19 2.98
800.0 0.17 4.84
1000.0 0.2 6.27
3000.0 1.22 17.1
7000.0 5.25 40.7
10250.0 11.0 60.6
