400.0 1.45 1.95
450.0 1.4 1.88
500.0 0.84 1.84
550.0 0.33 2.32
600.0 0.2 2.9
700.0 0.13 3.84
800.0 0.15 4.65
900.0 0.17 5.34
1000.0 0.18 6.04
2000.0 0.54 11.2
4000.0 1.49 22.2
6000.0 3.01 33.0
8000.0 5.05 43.5
10000.0 7.41 53.4
11000.0 8.71 58.2
