# column 1: wavelength, nm
# column 2: refractive index
2647.83 1.00027284
2656.86 1.00027284
2665.89 1.00027284
2674.92 1.00027283
2683.95 1.00027283
2692.98 1.00027283
2702.01 1.00027283
2711.04 1.00027283
2720.07 1.00027283
2729.1 1.00027283
2738.13 1.00027282
2747.16 1.00027282
2756.19 1.00027282
2765.22 1.00027282
2774.25 1.00027282
2783.28 1.00027282
2792.31 1.00027282
2801.34 1.00027282
2810.37 1.00027281
2819.4 1.00027281
2828.43 1.00027281
2837.46 1.00027281
2846.49 1.00027281
2855.52 1.00027281
2864.55 1.00027281
2873.58 1.00027281
2882.61 1.00027280
2891.64 1.00027280
2900.67 1.00027280
2909.7 1.00027280
2918.73 1.00027280
2927.76 1.00027280
2936.79 1.00027280
2945.82 1.00027280
2954.85 1.00027280
2963.88 1.00027279
2972.91 1.00027279
2981.94 1.00027279
2990.97 1.00027279
3000 1.00027279
